chr,source,transcript,start,end,strand,gene
5,.,gene,83956740,84078880,-,TOC.5T.01109
5,EVM,gene,84091118,84121066,-,TOC.5T.01110
5,.,gene,84331858,84334412,-,TOC.5T.01111
5,.,gene,84334486,84340317,+,TOC.5T.01112
5,.,gene,84338651,84364095,-,TOC.5T.01113
5,EVM,gene,84364573,84385069,+,TOC.5T.01114
5,EVM,gene,84386475,84386819,+,TOC.5T.01115
5,.,gene,84387321,84434594,-,TOC.5T.01116
5,.,gene,84728101,84732570,-,TOC.5T.01117
5,.,gene,84749133,84761090,+,TOC.5T.01118
5,EVM,gene,84793751,84796016,+,TOC.5T.01119
5,EVM,gene,84796142,84796558,+,TOC.5T.01120
5,.,gene,84801687,84821454,-,TOC.5T.01121
5,EVM,gene,84839430,84839750,-,TOC.5T.01122
5,EVM,gene,84840699,84842721,-,TOC.5T.01123
5,EVM,gene,84843709,84844353,-,TOC.5T.01124
5,.,gene,84850610,84939187,-,TOC.5T.01125
5,EVM,gene,85038676,85040079,-,TOC.5T.01126
5,EVM,gene,85040205,85041494,-,TOC.5T.01127
5,EVM,gene,85041528,85041935,-,TOC.5T.01128
5,EVM,gene,85157041,85157245,+,TOC.5T.01129
5,.,gene,85168636,85175738,+,TOC.5T.01130
5,.,gene,85186612,85187601,+,TOC.5T.01131
5,.,gene,85192866,85204377,-,TOC.5T.01132
5,.,gene,85209429,85214587,-,TOC.5T.01133
5,.,gene,85215251,85221663,-,TOC.5T.01134
5,.,gene,85230879,85241150,+,TOC.5T.01135
5,EVM,gene,85242058,85243610,-,TOC.5T.01136
5,EVM,gene,85247084,85247443,-,TOC.5T.01137
5,.,gene,85250605,85252538,-,TOC.5T.01138
5,.,gene,85254281,85291620,+,TOC.5T.01139
5,EVM,gene,85296637,85306597,+,TOC.5T.01140
5,EVM,gene,85314598,85315410,+,TOC.5T.01141
5,.,gene,85319369,85325591,-,TOC.5T.01142
5,.,gene,85327033,85332597,+,TOC.5T.01143
5,.,gene,85333393,85335272,-,TOC.5T.01144
5,.,gene,85335964,85339675,+,TOC.5T.01145
5,EVM,gene,85362091,85415496,+,TOC.5T.01146
5,.,gene,85433357,85459585,-,TOC.5T.01147
5,EVM,gene,85461975,85462195,-,TOC.5T.01148
5,EVM,gene,85602980,85622861,+,TOC.5T.01149
5,.,gene,85643927,85649183,+,TOC.5T.01150
5,EVM,gene,85655048,85655530,-,TOC.5T.01151
5,.,gene,86130618,86134676,-,TOC.5T.01152
5,.,gene,86275562,86309090,+,TOC.5T.01153
5,.,gene,86371524,86462970,+,TOC.5T.01154
5,.,gene,86517663,86570670,+,TOC.5T.01155
5,EVM,gene,86652999,86655155,+,TOC.5T.01156
5,.,gene,86665198,86671386,-,TOC.5T.01157
5,.,gene,86799565,86866931,+,TOC.5T.01158
5,.,gene,86884712,87092837,+,TOC.5T.01159
5,EVM,gene,87006982,87007290,+,TOC.5T.01160
5,EVM,gene,87096647,87114128,-,TOC.5T.01161
5,.,gene,87247024,87252279,+,TOC.5T.01162
5,EVM,gene,87253452,87270365,-,TOC.5T.01163
5,EVM,gene,87272603,87274155,-,TOC.5T.01164
5,EVM,gene,87274955,87282505,+,TOC.5T.01165
5,EVM,gene,87287560,87287868,+,TOC.5T.01166
5,.,gene,87327093,87579059,+,TOC.5T.01167
5,.,gene,87908352,87914094,-,TOC.5T.01168
5,EVM,gene,88041507,88041875,-,TOC.5T.01169
5,EVM,gene,88048715,88049245,-,TOC.5T.01170
5,.,gene,88244353,88249666,-,TOC.5T.01171
5,.,gene,88301506,88310245,-,TOC.5T.01172
5,.,gene,88432168,88447973,+,TOC.5T.01173
5,EVM,gene,88799272,88801315,+,TOC.5T.01174
5,.,gene,88804992,88836621,-,TOC.5T.01175
5,.,gene,88846496,88865610,+,TOC.5T.01176
5,.,gene,88861891,88881675,-,TOC.5T.01177
5,EVM,gene,88887490,88902039,+,TOC.5T.01178
5,EVM,gene,88905310,88907383,-,TOC.5T.01179
5,EVM,gene,88907469,88907780,+,TOC.5T.01180
5,EVM,gene,88908565,88910351,-,TOC.5T.01181
5,.,gene,88916172,88960346,-,TOC.5T.01182
5,EVM,gene,89153483,89162675,-,TOC.5T.01183
5,EVM,gene,89172118,89173049,-,TOC.5T.01184
5,.,gene,89172808,89203281,+,TOC.5T.01185
5,.,gene,89203346,89346051,+,TOC.5T.01186
5,.,gene,89351883,89363940,-,TOC.5T.01187
5,.,gene,89376641,89383386,-,TOC.5T.01188
5,.,gene,89383648,89411332,+,TOC.5T.01189
5,.,gene,89404572,89413607,-,TOC.5T.01190
5,.,gene,89413611,89422534,+,TOC.5T.01191
5,.,gene,89421797,89428605,-,TOC.5T.01192
5,.,gene,89431420,89433332,-,TOC.5T.01193
5,.,gene,89444718,89446412,+,TOC.5T.01194
5,.,gene,89451425,89460494,-,TOC.5T.01195
5,.,gene,89470418,89481079,-,TOC.5T.01196
5,.,gene,89502363,89595516,-,TOC.5T.01197
5,.,gene,89619000,89621065,-,TOC.5T.01198
5,.,gene,89643407,89650584,-,TOC.5T.01199
5,.,gene,89650637,89677175,+,TOC.5T.01200
5,.,gene,89675075,89680744,-,TOC.5T.01201
5,EVM,gene,89680842,89687881,+,TOC.5T.01202
5,.,gene,89688814,89695715,-,TOC.5T.01203
5,.,gene,89698971,89700955,-,TOC.5T.01204
5,EVM,gene,89722696,89731389,-,TOC.5T.01205
5,.,gene,89761292,89825715,-,TOC.5T.01206
5,.,gene,89884407,89887087,-,TOC.5T.01207
5,EVM,gene,89887548,90171788,+,TOC.5T.01208
5,.,gene,90175266,90202559,+,TOC.5T.01209
5,.,gene,90204551,90213732,-,TOC.5T.01210
5,EVM,gene,90443202,90443564,+,TOC.5T.01211
5,EVM,gene,90444502,90444819,+,TOC.5T.01212
5,EVM,gene,90604918,90605140,-,TOC.5T.01213
5,EVM,gene,90655769,90655971,-,TOC.5T.01214
5,.,gene,90660451,90661529,-,TOC.5T.01215
5,.,gene,90662316,90663466,-,TOC.5T.01216
5,.,gene,90931660,90933807,-,TOC.5T.01217
5,.,gene,90933889,90953079,+,TOC.5T.01218
5,.,gene,91051201,91197400,+,TOC.5T.01219
5,EVM,gene,91206637,91211869,+,TOC.5T.01220
5,EVM,gene,91519822,91520196,-,TOC.5T.01221
5,EVM,gene,91525089,91530535,-,TOC.5T.01222
5,.,gene,91537948,91598542,+,TOC.5T.01223
5,.,gene,91603772,91613969,-,TOC.5T.01224
5,.,gene,91614077,91629756,+,TOC.5T.01225
5,.,gene,91628565,91632089,-,TOC.5T.01226
5,.,gene,91632156,91643466,+,TOC.5T.01227
5,.,gene,91705415,91807208,+,TOC.5T.01228
5,EVM,gene,92723219,92723389,+,TOC.5T.01229
5,.,gene,92757459,92760041,+,TOC.5T.01230
5,.,gene,92848423,92879780,+,TOC.5T.01231
5,EVM,gene,92882001,92887098,+,TOC.5T.01232
5,EVM,gene,92889223,92929107,+,TOC.5T.01233
5,.,gene,92942389,92947232,-,TOC.5T.01234
5,.,gene,92946619,92955361,+,TOC.5T.01235
5,.,gene,92968567,93008037,+,TOC.5T.01236
5,EVM,gene,93006795,93007862,-,TOC.5T.01237
5,.,gene,93160324,93278445,-,TOC.5T.01238
5,EVM,gene,93331382,93335585,-,TOC.5T.01239
5,EVM,gene,93336147,93340720,-,TOC.5T.01240
5,.,gene,93341073,93374945,+,TOC.5T.01241
5,.,gene,93376896,93378701,-,TOC.5T.01242
5,.,gene,93378846,93380589,+,TOC.5T.01243
5,EVM,gene,93385808,93426140,+,TOC.5T.01244
5,.,gene,93434076,93492179,+,TOC.5T.01245
5,EVM,gene,93499358,93499723,-,TOC.5T.01246
5,.,gene,93953557,93960100,+,TOC.5T.01247
5,.,gene,94073867,94116335,+,TOC.5T.01248
5,EVM,gene,94133837,94189438,-,TOC.5T.01249
5,EVM,gene,94190581,94203911,-,TOC.5T.01250
5,.,gene,94204315,94205600,+,TOC.5T.01251
5,.,gene,94212832,94250564,+,TOC.5T.01252
5,.,gene,94260363,94263705,+,TOC.5T.01253
5,.,gene,94332519,94371239,-,TOC.5T.01254
5,.,gene,94371681,94448316,-,TOC.5T.01255
5,.,gene,94449404,94453125,-,TOC.5T.01256
5,.,gene,94454015,94456394,-,TOC.5T.01257
5,.,gene,94456737,94501494,-,TOC.5T.01258
5,.,gene,94516169,94537606,+,TOC.5T.01259
5,.,gene,94522381,94802284,-,TOC.5T.01260
5,.,gene,94922353,94977341,+,TOC.5T.01261
5,.,gene,94977316,94987090,-,TOC.5T.01262
5,.,gene,94994863,95076004,-,TOC.5T.01263
5,EVM,gene,95199850,95200356,+,TOC.5T.01264
5,.,gene,95421315,95444901,+,TOC.5T.01265
5,EVM,gene,95478768,95479367,-,TOC.5T.01266
5,EVM,gene,95490588,95496189,-,TOC.5T.01267
5,EVM,gene,95507351,96319864,-,TOC.5T.01268
5,.,gene,97208602,97239621,-,TOC.5T.01269
5,.,gene,97267901,97766994,-,TOC.5T.01270
5,.,gene,97272621,97281788,+,TOC.5T.01271
5,.,gene,97780145,97783118,+,TOC.5T.01272
5,EVM,gene,97783414,97787769,-,TOC.5T.01273
5,.,gene,97788253,97791852,+,TOC.5T.01274
5,EVM,gene,97791668,97809639,-,TOC.5T.01275
5,EVM,gene,97973282,97973731,-,TOC.5T.01276
5,EVM,gene,98028931,98029256,-,TOC.5T.01277
5,EVM,gene,98112684,98358078,+,TOC.5T.01278
5,.,gene,98392528,98400648,-,TOC.5T.01279
5,EVM,gene,98519337,98519553,+,TOC.5T.01280
5,EVM,gene,98549029,98553684,+,TOC.5T.01281
5,.,gene,98563745,98719364,-,TOC.5T.01282
5,.,gene,99088575,99096156,-,TOC.5T.01283
5,.,gene,99100139,99104646,-,TOC.5T.01284
5,EVM,gene,99133811,99134626,+,TOC.5T.01285
5,EVM,gene,99137266,99137580,+,TOC.5T.01286
5,.,gene,99149804,99174981,-,TOC.5T.01287
5,.,gene,99173150,99224787,+,TOC.5T.01288
5,.,gene,99230525,99238219,+,TOC.5T.01289
5,EVM,gene,99245677,99409313,+,TOC.5T.01290
5,.,gene,99409399,99636240,+,TOC.5T.01291
5,EVM,gene,99640206,99640922,+,TOC.5T.01292
5,EVM,gene,99782154,99793074,-,TOC.5T.01293
5,EVM,gene,99800881,99806493,-,TOC.5T.01294
5,EVM,gene,99884101,99884409,-,TOC.5T.01295
5,EVM,gene,99893572,99902375,-,TOC.5T.01296
5,.,gene,99910392,99918640,-,TOC.5T.01297
5,EVM,gene,99934430,100363849,-,TOC.5T.01298
5,EVM,gene,100393400,100393735,-,TOC.5T.01299
5,EVM,gene,100398143,100398451,-,TOC.5T.01300
5,EVM,gene,100405430,100406086,-,TOC.5T.01301
5,.,gene,100606930,100611123,-,TOC.5T.01302
5,.,gene,100718363,100730190,-,TOC.5T.01303
5,.,gene,100732083,100737447,-,TOC.5T.01304
5,EVM,gene,100748319,100752642,-,TOC.5T.01305
5,.,gene,100753411,100758138,-,TOC.5T.01306
5,EVM,gene,100767261,100771692,-,TOC.5T.01307
5,.,gene,100783990,100792828,-,TOC.5T.01308
5,.,gene,101189393,101194816,-,TOC.5T.01309
5,EVM,gene,101471404,101472051,-,TOC.5T.01310
5,EVM,gene,101476102,101476743,-,TOC.5T.01311
5,EVM,gene,101939128,101939367,+,TOC.5T.01312
5,EVM,gene,102259127,102259441,-,TOC.5T.01313
5,EVM,gene,102259843,102260220,-,TOC.5T.01314
5,EVM,gene,102378683,102399202,+,TOC.5T.01315
5,.,gene,102636146,102648013,+,TOC.5T.01316
5,EVM,gene,102701161,102704913,-,TOC.5T.01317
5,EVM,gene,102816644,102818944,-,TOC.5T.01318
5,EVM,gene,102819094,102819768,-,TOC.5T.01319
5,.,gene,102848127,102858142,-,TOC.5T.01320
5,.,gene,102872763,102888532,-,TOC.5T.01321
5,.,gene,102919884,102939335,-,TOC.5T.01322
5,EVM,gene,103006930,103007100,+,TOC.5T.01323
5,.,gene,103034372,103043740,+,TOC.5T.01324
5,.,gene,103262751,103265858,+,TOC.5T.01325
5,.,gene,103266174,103276044,+,TOC.5T.01326
5,.,gene,103492972,103509189,+,TOC.5T.01327
5,EVM,gene,103747428,103747633,-,TOC.5T.01328
5,.,gene,104461111,104472864,-,TOC.5T.01329
5,EVM,gene,105340556,105347896,-,TOC.5T.01330
5,EVM,gene,105636681,105636883,+,TOC.5T.01331
5,EVM,gene,106309913,106310485,+,TOC.5T.01332
5,EVM,gene,106359592,106362820,-,TOC.5T.01333
5,.,gene,106380914,106417166,-,TOC.5T.01334
5,.,gene,106416750,106433570,+,TOC.5T.01335
5,EVM,gene,106429992,106430315,-,TOC.5T.01336
5,EVM,gene,106434644,106473093,-,TOC.5T.01337
5,.,gene,106481175,106534233,+,TOC.5T.01338
5,EVM,gene,106502895,106506973,-,TOC.5T.01339
5,.,gene,106542561,106550466,+,TOC.5T.01340
5,EVM,gene,106550474,106558816,+,TOC.5T.01341
5,.,gene,106578358,106591593,-,TOC.5T.01342
5,EVM,gene,106617846,106620476,-,TOC.5T.01343
5,EVM,gene,106644170,106648294,+,TOC.5T.01344
5,EVM,gene,106658895,106659323,+,TOC.5T.01345
5,.,gene,106659969,106687682,+,TOC.5T.01346
5,.,gene,106704798,106728158,+,TOC.5T.01347
5,.,gene,106740808,106744797,+,TOC.5T.01348
5,EVM,gene,106765825,106766157,+,TOC.5T.01349
5,EVM,gene,106769700,106770065,+,TOC.5T.01350
5,.,gene,106774779,106786877,+,TOC.5T.01351
5,.,gene,106820499,106832764,+,TOC.5T.01352
5,.,gene,106889926,106893609,+,TOC.5T.01353
5,EVM,gene,107004705,107005031,-,TOC.5T.01354
5,.,gene,107020804,107054357,+,TOC.5T.01355
5,EVM,gene,107080446,107085935,+,TOC.5T.01356
5,EVM,gene,107130687,107132347,+,TOC.5T.01357
5,.,gene,107137696,107138742,-,TOC.5T.01358
5,EVM,gene,107139351,107140820,+,TOC.5T.01359
5,.,gene,107147324,107148643,-,TOC.5T.01360
5,.,gene,107193083,107198732,+,TOC.5T.01361
5,.,gene,107225512,107284722,-,TOC.5T.01362
5,EVM,gene,107307019,107308371,+,TOC.5T.01363
5,EVM,gene,107323633,107323953,-,TOC.5T.01364
5,EVM,gene,107328445,107443952,-,TOC.5T.01365
5,.,gene,107447259,107475326,-,TOC.5T.01366
5,EVM,gene,107496387,107646100,-,TOC.5T.01367
5,EVM,gene,107712877,107713230,-,TOC.5T.01368
5,EVM,gene,107713696,107734596,-,TOC.5T.01369
5,EVM,gene,107740894,107744870,-,TOC.5T.01370
5,EVM,gene,107745813,107746082,+,TOC.5T.01371
5,EVM,gene,107746364,107752932,+,TOC.5T.01372
5,EVM,gene,107762187,107836220,-,TOC.5T.01373
5,.,gene,107869509,107871348,+,TOC.5T.01374
5,.,gene,107875340,107959709,-,TOC.5T.01375
5,.,gene,107967000,107978620,+,TOC.5T.01376
5,.,gene,108015925,108040784,+,TOC.5T.01377
5,EVM,gene,108040962,108049359,+,TOC.5T.01378
5,EVM,gene,108101237,108101953,+,TOC.5T.01379
5,.,gene,108106464,108119484,-,TOC.5T.01380
5,.,gene,108127216,108188626,-,TOC.5T.01381
5,.,gene,108188749,108227475,+,TOC.5T.01382
5,EVM,gene,108234753,108241165,-,TOC.5T.01383
5,.,gene,108249612,108321538,+,TOC.5T.01384
5,.,gene,108323106,108325596,-,TOC.5T.01385
5,EVM,gene,108324623,108409669,+,TOC.5T.01386
5,EVM,gene,108415892,108443808,+,TOC.5T.01387
5,EVM,gene,108449178,108486706,+,TOC.5T.01388
5,.,gene,108487050,108489377,-,TOC.5T.01389
5,.,gene,108489689,108505684,-,TOC.5T.01390
5,EVM,gene,108508520,108541243,-,TOC.5T.01391
5,.,gene,108617850,108639232,+,TOC.5T.01392
5,.,gene,109255018,109257053,+,TOC.5T.01393
5,.,gene,109257125,109264485,-,TOC.5T.01394
5,.,gene,109274699,109278362,+,TOC.5T.01395
5,.,gene,109375609,109395040,-,TOC.5T.01396
5,EVM,gene,109470396,109807828,+,TOC.5T.01397
5,.,gene,109816066,109821019,-,TOC.5T.01398
5,.,gene,109833650,109836924,-,TOC.5T.01399
5,.,gene,109836642,109848802,+,TOC.5T.01400
5,.,gene,109848846,109849950,-,TOC.5T.01401
5,EVM,gene,109898378,109898755,+,TOC.5T.01402
5,EVM,gene,109901336,109901668,+,TOC.5T.01403
5,EVM,gene,109952297,109952686,+,TOC.5T.01404
5,EVM,gene,109954807,109955211,+,TOC.5T.01405
5,.,gene,110124040,110129329,-,TOC.5T.01406
5,EVM,gene,110414999,110416288,+,TOC.5T.01407
5,EVM,gene,111620575,111620775,+,TOC.5T.01408
5,EVM,gene,111628847,111629182,+,TOC.5T.01409
5,EVM,gene,111645080,111645286,+,TOC.5T.01410
5,EVM,gene,111657982,111658296,+,TOC.5T.01411
5,EVM,gene,111661888,111671191,+,TOC.5T.01412
5,EVM,gene,111673929,111674276,-,TOC.5T.01413
5,EVM,gene,111950109,111951460,-,TOC.5T.01414
5,.,gene,112201164,112206845,-,TOC.5T.01415
5,.,gene,112213255,112271793,-,TOC.5T.01416
5,.,gene,112348186,112355053,-,TOC.5T.01417
5,EVM,gene,112489223,112490248,-,TOC.5T.01418
5,EVM,gene,112567224,112570043,+,TOC.5T.01419
5,EVM,gene,112573199,112611262,+,TOC.5T.01420
5,.,gene,112620199,112630557,-,TOC.5T.01421
5,.,gene,112633405,112652948,-,TOC.5T.01422
5,.,gene,112806782,112810277,-,TOC.5T.01423
5,EVM,gene,113138134,113138667,-,TOC.5T.01424
5,EVM,gene,113143293,113143958,+,TOC.5T.01425
5,EVM,gene,113144117,113145066,+,TOC.5T.01426
5,EVM,gene,113148736,113149530,+,TOC.5T.01427
5,EVM,gene,113282908,113283632,+,TOC.5T.01428
5,EVM,gene,113283780,113285102,+,TOC.5T.01429
5,.,gene,113747426,113770616,-,TOC.5T.01430
5,EVM,gene,113929332,113929622,-,TOC.5T.01431
5,.,gene,114037254,114041616,+,TOC.5T.01432
5,.,gene,114046795,114049186,+,TOC.5T.01433
5,.,gene,114125857,114141799,+,TOC.5T.01434
5,EVM,gene,114432593,114445058,+,TOC.5T.01435
5,EVM,gene,114585889,114605168,-,TOC.5T.01436
5,.,gene,114618171,114636810,-,TOC.5T.01437
5,.,gene,114642049,114667339,-,TOC.5T.01438
5,.,gene,114675222,114802599,-,TOC.5T.01439
5,.,gene,114840296,114841962,-,TOC.5T.01440
5,EVM,gene,114987985,114988317,-,TOC.5T.01441
5,EVM,gene,114988919,114989120,-,TOC.5T.01442
5,EVM,gene,115077305,115077712,-,TOC.5T.01443
5,.,gene,115135870,115138025,+,TOC.5T.01444
5,EVM,gene,115404645,115404844,-,TOC.5T.01445
5,.,gene,115414275,115430650,-,TOC.5T.01446
5,EVM,gene,115621720,115622421,-,TOC.5T.01447
5,EVM,gene,115803437,115804462,+,TOC.5T.01448
5,EVM,gene,115968956,115982888,+,TOC.5T.01449
5,EVM,gene,115984742,115985143,+,TOC.5T.01450
5,EVM,gene,116178950,116182766,-,TOC.5T.01451
5,.,gene,116215592,116231149,-,TOC.5T.01452
5,EVM,gene,116241037,116242398,-,TOC.5T.01453
5,.,gene,116255995,116261962,+,TOC.5T.01454
5,.,gene,116281174,116331831,-,TOC.5T.01455
5,.,gene,116331926,116356851,+,TOC.5T.01456
5,EVM,gene,116362089,116363052,-,TOC.5T.01457
5,EVM,gene,116364660,116368808,-,TOC.5T.01458
5,EVM,gene,116373707,116375920,-,TOC.5T.01459
5,EVM,gene,116376376,116377022,-,TOC.5T.01460
5,.,gene,116546466,116560737,-,TOC.5T.01461
5,.,gene,116588860,116589925,-,TOC.5T.01462
5,.,gene,116590031,116594573,+,TOC.5T.01463
5,.,gene,116602264,116627161,-,TOC.5T.01464
5,.,gene,116627259,116664161,+,TOC.5T.01465
5,.,gene,116694164,116700072,-,TOC.5T.01466
5,EVM,gene,116753630,116857461,-,TOC.5T.01467
5,EVM,gene,116944791,116945126,-,TOC.5T.01468
5,.,gene,117034721,117039230,+,TOC.5T.01469
5,EVM,gene,117044107,117044520,-,TOC.5T.01470
5,.,gene,117046686,117098000,-,TOC.5T.01471
5,.,gene,117157500,117164852,-,TOC.5T.01472
5,.,gene,117169117,117207461,-,TOC.5T.01473
5,.,gene,117207559,117209141,+,TOC.5T.01474
5,.,gene,117209571,117216342,+,TOC.5T.01475
5,.,gene,117262981,117281937,+,TOC.5T.01476
5,EVM,gene,117301573,117361611,+,TOC.5T.01477
5,EVM,gene,117366879,117367208,-,TOC.5T.01478
5,.,gene,117369430,117375433,-,TOC.5T.01479
5,.,gene,117375673,117407216,+,TOC.5T.01480
5,.,gene,117403470,117438814,-,TOC.5T.01481
5,EVM,gene,117453768,117455544,-,TOC.5T.01482
5,.,gene,117455856,117462562,+,TOC.5T.01483
5,EVM,gene,117467795,117488537,-,TOC.5T.01484
5,EVM,gene,117489995,117495531,+,TOC.5T.01485
5,EVM,gene,117499875,117538334,+,TOC.5T.01486
5,EVM,gene,117540023,117545337,+,TOC.5T.01487
5,EVM,gene,117548317,117556619,+,TOC.5T.01488
5,EVM,gene,117558935,117566074,+,TOC.5T.01489
5,.,gene,117569435,117571515,-,TOC.5T.01490
5,EVM,gene,117591298,117591804,+,TOC.5T.01491
5,EVM,gene,117597082,117615602,+,TOC.5T.01492
5,.,gene,117713729,117721950,-,TOC.5T.01493
5,.,gene,117719830,117843518,+,TOC.5T.01494
5,.,gene,117844053,117847007,-,TOC.5T.01495
5,.,gene,117864771,117875169,-,TOC.5T.01496
5,.,gene,117885618,117895878,-,TOC.5T.01497
5,.,gene,117902649,117943680,-,TOC.5T.01498
5,.,gene,118059973,118082564,-,TOC.5T.01499
5,.,gene,118102669,118128896,-,TOC.5T.01500
5,.,gene,118147170,118174078,-,TOC.5T.01501
5,.,gene,118195971,118213907,-,TOC.5T.01502
5,.,gene,118214055,118227767,+,TOC.5T.01503
5,.,gene,118233658,118295747,-,TOC.5T.01504
5,.,gene,118296510,118327003,-,TOC.5T.01505
5,.,gene,118327244,118333865,+,TOC.5T.01506
5,.,gene,118341890,118344178,-,TOC.5T.01507
5,EVM,gene,118381491,118381862,+,TOC.5T.01508
5,.,gene,118547494,118548286,-,TOC.5T.01509
5,.,gene,118642691,118646165,+,TOC.5T.01510
5,EVM,gene,118754452,118754769,+,TOC.5T.01511
5,EVM,gene,118755114,118755569,+,TOC.5T.01512
5,.,gene,119103857,119109092,+,TOC.5T.01513
5,EVM,gene,119415726,119416133,-,TOC.5T.01514
5,EVM,gene,119418585,119418980,-,TOC.5T.01515
5,EVM,gene,119421307,119466755,-,TOC.5T.01516
5,EVM,gene,119492181,119526227,-,TOC.5T.01517
5,.,gene,119531390,119535103,-,TOC.5T.01518
5,.,gene,119583364,119586279,-,TOC.5T.01519
5,.,gene,119598551,119613776,-,TOC.5T.01520
5,.,gene,119633765,119720085,+,TOC.5T.01521
5,.,gene,119720103,119729533,-,TOC.5T.01522
5,.,gene,119729909,119744282,+,TOC.5T.01523
5,.,gene,119745136,119759822,-,TOC.5T.01524
5,.,gene,119759876,119769852,+,TOC.5T.01525
5,.,gene,119781397,119803857,+,TOC.5T.01526
5,.,gene,119817086,119860083,+,TOC.5T.01527
5,.,gene,119860945,119902815,-,TOC.5T.01528
5,.,gene,119912268,119914015,+,TOC.5T.01529
5,EVM,gene,119970195,119970494,-,TOC.5T.01530
5,EVM,gene,119972023,119972455,-,TOC.5T.01531
5,EVM,gene,119974325,119974822,-,TOC.5T.01532
5,EVM,gene,119975065,119975625,-,TOC.5T.01533
5,.,gene,120021087,120021715,-,TOC.5T.01534
5,EVM,gene,120033670,120037434,-,TOC.5T.01535
5,.,gene,120034717,120049169,+,TOC.5T.01536
5,.,gene,120064804,120108068,-,TOC.5T.01537
5,.,gene,120110139,120130777,-,TOC.5T.01538
5,.,gene,120151043,120158621,+,TOC.5T.01539
5,EVM,gene,120192829,120215295,+,TOC.5T.01540
5,EVM,gene,120249191,120269813,+,TOC.5T.01541
5,.,gene,120292403,120297889,-,TOC.5T.01542
5,.,gene,120300822,120322940,-,TOC.5T.01543
5,EVM,gene,120508719,120509993,+,TOC.5T.01544
5,.,gene,120837127,120847165,-,TOC.5T.01545
5,.,gene,120855422,121221414,-,TOC.5T.01546
5,.,gene,121861948,121865283,+,TOC.5T.01547
5,.,gene,121959864,121982553,-,TOC.5T.01548
5,EVM,gene,122055208,122055507,-,TOC.5T.01549
5,EVM,gene,122097560,122110562,-,TOC.5T.01550
5,EVM,gene,122116036,122117412,-,TOC.5T.01551
5,.,gene,122132938,122145796,-,TOC.5T.01552
5,.,gene,122151212,122185832,-,TOC.5T.01553
5,.,gene,122186429,122198033,+,TOC.5T.01554
5,.,gene,122202418,122212853,-,TOC.5T.01555
5,.,gene,122219803,122226468,-,TOC.5T.01556
5,.,gene,122231424,122334445,-,TOC.5T.01557
5,.,gene,122352747,122356607,+,TOC.5T.01558
5,EVM,gene,122391012,122433550,-,TOC.5T.01559
5,EVM,gene,122754834,122755256,+,TOC.5T.01560
5,EVM,gene,123155275,123155604,+,TOC.5T.01561
5,.,gene,123192972,123222408,+,TOC.5T.01562
5,EVM,gene,123224228,123224824,+,TOC.5T.01563
5,EVM,gene,123235448,123243146,+,TOC.5T.01564
5,EVM,gene,123243171,123271046,+,TOC.5T.01565
5,EVM,gene,123274340,123274756,+,TOC.5T.01566
5,EVM,gene,123286790,123287680,+,TOC.5T.01567
5,EVM,gene,123287895,123290381,+,TOC.5T.01568
5,EVM,gene,123294546,123295091,+,TOC.5T.01569
5,EVM,gene,123299077,123299634,+,TOC.5T.01570
5,EVM,gene,123302799,123303131,+,TOC.5T.01571
5,EVM,gene,123304004,123309783,+,TOC.5T.01572
5,.,gene,123326058,123335000,-,TOC.5T.01573
5,EVM,gene,123335679,123336038,+,TOC.5T.01574
5,EVM,gene,123336411,123449139,+,TOC.5T.01575
5,.,gene,124127760,124159638,+,TOC.5T.01576
5,EVM,gene,124202329,124202634,+,TOC.5T.01577
5,EVM,gene,124203062,124203255,+,TOC.5T.01578
5,.,gene,124950466,124953288,-,TOC.5T.01579
5,EVM,gene,125348011,125362583,+,TOC.5T.01580
5,.,gene,125529051,125539249,+,TOC.5T.01581
5,.,gene,125539278,125688844,-,TOC.5T.01582
5,.,gene,125710356,125911987,-,TOC.5T.01583
5,.,gene,125912076,125915489,+,TOC.5T.01584
5,.,gene,125928534,125992280,-,TOC.5T.01585
5,.,gene,126127694,126134727,-,TOC.5T.01586
5,.,gene,126158792,126192185,-,TOC.5T.01587
5,.,gene,126200603,126216620,-,TOC.5T.01588
5,EVM,gene,127026656,127027942,-,TOC.5T.01589
5,EVM,gene,127027976,127028383,-,TOC.5T.01590
5,.,gene,127122218,127172806,+,TOC.5T.01591
5,EVM,gene,127173438,127173854,+,TOC.5T.01592
5,EVM,gene,127262306,127269661,-,TOC.5T.01593
5,.,gene,127276682,127317001,-,TOC.5T.01594
5,.,gene,127340270,127376194,-,TOC.5T.01595
5,EVM,gene,127846476,127846886,-,TOC.5T.01596
5,EVM,gene,127895979,127896674,-,TOC.5T.01597
5,EVM,gene,127902996,127903313,-,TOC.5T.01598
5,EVM,gene,127904788,127905132,-,TOC.5T.01599
5,EVM,gene,127951878,127952695,-,TOC.5T.01600
5,.,gene,127964218,127967573,-,TOC.5T.01601
5,.,gene,127967690,127973116,+,TOC.5T.01602
5,.,gene,127975676,128033676,+,TOC.5T.01603
5,.,gene,128036988,128041973,-,TOC.5T.01604
5,.,gene,128248720,128379072,+,TOC.5T.01605
5,.,gene,128427495,128442851,+,TOC.5T.01606
5,.,gene,128443620,128446818,-,TOC.5T.01607
5,.,gene,128447437,128468011,+,TOC.5T.01608
5,.,gene,128514668,128530016,+,TOC.5T.01609
